preclose,open,high,low,close,preclose_range,open_range,high_range,low_range,close_range,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_volume_0,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ask_volume_6,ask_volume_7,ask_volume_8,ask_volume_9,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_volume_0,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,bid_volume_6,bid_volume_7,bid_volume_8,bid_volume_9,ask_order_num_0,ask_order_num_1,ask_order_num_2,ask_order_num_3,ask_order_num_4,ask_order_num_5,ask_order_num_6,ask_order_num_7,ask_order_num_8,ask_order_num_9,bid_order_num_0,bid_order_num_1,bid_order_num_2,bid_order_num_3,bid_order_num_4,bid_order_num_5,bid_order_num_6,bid_order_num_7,bid_order_num_8,bid_order_num_9,ask_order_stale_0,ask_order_stale_1,ask_order_stale_2,ask_order_stale_3,ask_order_stale_4,ask_order_stale_5,ask_order_stale_6,ask_order_stale_7,ask_order_stale_8,ask_order_stale_9,bid_order_stale_0,bid_order_stale_1,bid_order_stale_2,bid_order_stale_3,bid_order_stale_4,bid_order_stale_5,bid_order_stale_6,bid_order_stale_7,bid_order_stale_8,bid_order_stale_9,order_num,volume,VWAP,amount,passive_num,passive_stale_total,order_num_range,volume_range,VWAP_range,amount_range,passive_num_range,passive_stale_total_range,passive_stale_avg_range,depth
6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.67,6.65,6.66,6.59,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,6.74,26600,29200,17800,126400,44700,86100,56300,17800,62700,8500,6.68,6.66,6.65,6.64,6.63,6.62,6.61,6.6,6.59,6.58,76400,55600,9300,34600,6300,6500,2800,42600,10300,89600,97,5,4,13,2,16,15,25,5,3,4,19,5,1,1,1,11,6,2,6,-1,0.0,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,48,75600,6.662122448979592,503652.0,0,0,48,75600,6.662122448979592,503652.0,0,-1,-1,41470.51139079178
6.65,6.65,6.65,6.65,6.65,6.66,6.66,6.66,6.64,6.65,6.65,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,6.74,79300,40800,6000,129300,44700,86100,56300,29100,67700,8600,6.68,6.66,6.64,6.63,6.62,6.61,6.6,6.59,6.58,6.57,27600,10100,24600,6300,6500,2800,43000,10300,89600,39900,100,6,4,14,2,17,22,30,5,4,4,19,5,1,1,1,12,7,2,6,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,4870.0,-1,-1,-1,-1,-1,-1,-1,75,124800,6.657219551282052,830821.0,3,7230.0,27,49200,6.649776422764227,327169.0,3,7230.0,2410.0,41087.22319579418
6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.65,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,3000,115900,40800,6000,129300,44700,86100,56300,29100,67700,6.68,6.66,6.64,6.63,6.62,6.61,6.6,6.59,6.58,6.57,27400,4900,19600,6300,6500,2800,43000,10300,89600,39900,101,6,4,14,2,17,22,30,5,4,4,19,5,1,1,1,12,7,2,6,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,2435.0,-1,-1,-1,-1,-1,-1,-1,77,130000,6.657219551282052,865349.0,3,7230.0,2,5200,6.657219551282052,34528.0,0,-1,-1,38402.81683128883
6.63,6.63,6.63,6.63,6.63,6.64,6.64,6.64,6.63,6.63,6.64,6.65,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,700,112800,40800,6000,129300,44700,91100,56300,29100,67700,6.68,6.64,6.62,6.61,6.6,6.59,6.58,6.57,6.56,6.55,14300,9300,6500,2800,43000,10300,89600,39900,21700,35500,101,6,4,14,2,17,22,30,5,4,4,19,5,1,1,1,12,7,2,6,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,0.0,2435.0,-1,-1,-1,-1,-1,-1,-1,-1,85,143100,6.657219551282052,952220.0,3,7230.0,8,13100,6.657219551282052,86871.0,0,-1,-1,32009.594551537353
6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.64,6.65,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,700,112800,45200,6000,129300,44700,91100,56300,29100,67700,6.68,6.64,6.62,6.61,6.6,6.59,6.58,6.57,6.56,6.55,13800,8800,6500,2800,43000,10300,89600,39900,21700,35500,101,6,4,14,2,17,22,30,5,4,4,19,5,1,1,1,12,7,2,6,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,0.0,2435.0,-1,-1,-1,-1,-1,-1,-1,-1,86,143600,6.657219551282052,955535.0,3,7230.0,1,500,6.657219551282052,3315.0,0,-1,-1,38631.949976103235
6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.64,6.65,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,1200,112800,45200,6000,129300,44700,91100,56300,29100,67700,6.68,6.64,6.63,6.62,6.61,6.6,6.59,6.58,6.57,6.56,13800,8800,100,6500,2800,43000,10300,89600,39900,21700,101,6,4,14,2,17,22,30,5,4,4,19,5,1,1,1,12,7,2,6,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,0.0,2435.0,-1,-1,-1,-1,-1,-1,-1,-1,86,143600,6.657219551282052,955535.0,3,7230.0,0,0,-1,0.0,0,-1,-1,37140.05794965748
6.63,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.64,6.65,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,1200,112800,45200,6000,129300,44700,91100,56300,29100,67700,6.68,6.64,6.62,6.61,6.6,6.59,6.58,6.57,6.56,6.55,10300,5300,6600,3600,43000,10300,89600,39900,21700,35500,101,7,4,14,2,17,23,30,5,4,4,19,5,1,1,1,12,7,2,6,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,0.0,2435.0,0.0,-1,-1,-1,-1,-1,-1,-1,87,147100,6.657219551282052,978705.0,3,7230.0,1,3500,6.657219551282052,23170.0,0,-1,-1,37332.60614146885
6.63,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.63,6.64,6.65,6.66,6.67,6.68,6.69,6.7,6.71,2100,900,800,112900,45200,6000,129300,44700,91100,56300,6.68,6.64,6.62,6.61,6.6,6.59,6.58,6.57,6.56,6.55,10300,5300,6600,24500,43000,10300,89600,39900,21700,35500,101,7,4,14,2,17,23,30,5,4,4,19,5,1,1,1,12,7,2,6,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,0.0,2435.0,0.0,-1,-1,-1,-1,-1,-1,-1,87,147100,6.657219551282052,978705.0,3,7230.0,0,0,-1,0.0,0,-1,-1,28538.21491158196
6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.63,6.64,6.65,6.66,6.67,6.68,6.69,6.7,6.71,2100,900,800,112900,45200,6000,129300,44700,91100,56300,6.68,6.64,6.62,6.61,6.6,6.59,6.58,6.57,6.56,6.55,10000,5000,10700,24500,43000,10300,89600,39900,21700,35500,101,7,4,14,2,17,23,30,5,4,4,19,5,1,1,1,12,7,2,6,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,0.0,2435.0,0.0,-1,-1,-1,-1,-1,-1,-1,89,147400,6.657219551282052,980691.0,3,7230.0,2,300,6.657219551282052,1986.0,0,-1,-1,29013.868089851836
6.62,6.63,6.63,6.63,6.63,6.62,6.62,6.63,6.62,6.63,6.64,6.65,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,800,112900,45200,6000,129300,44700,91100,56300,29100,67700,6.68,6.62,6.61,6.6,6.59,6.58,6.57,6.56,6.55,6.54,3000,6900,26900,43000,10300,89600,39900,21700,35500,7000,101,7,4,14,2,17,24,30,5,4,4,19,5,1,1,1,12,7,2,6,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,92,154400,6.657219551282052,1027063.0,3,7230.0,3,7000,6.657219551282052,46372.0,0,-1,-1,39505.991118368656
