timestamp,preclose,open,high,low,close,preclose_range,open_range,high_range,low_range,close_range,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_volume_0,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ask_volume_6,ask_volume_7,ask_volume_8,ask_volume_9,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_volume_0,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,bid_volume_6,bid_volume_7,bid_volume_8,bid_volume_9,ask_order_num_0,ask_order_num_1,ask_order_num_2,ask_order_num_3,ask_order_num_4,ask_order_num_5,ask_order_num_6,ask_order_num_7,ask_order_num_8,ask_order_num_9,bid_order_num_0,bid_order_num_1,bid_order_num_2,bid_order_num_3,bid_order_num_4,bid_order_num_5,bid_order_num_6,bid_order_num_7,bid_order_num_8,bid_order_num_9,ask_order_stale_0,ask_order_stale_1,ask_order_stale_2,ask_order_stale_3,ask_order_stale_4,ask_order_stale_5,ask_order_stale_6,ask_order_stale_7,ask_order_stale_8,ask_order_stale_9,bid_order_stale_0,bid_order_stale_1,bid_order_stale_2,bid_order_stale_3,bid_order_stale_4,bid_order_stale_5,bid_order_stale_6,bid_order_stale_7,bid_order_stale_8,bid_order_stale_9,order_num,volume,VWAP,amount,passive_num,passive_stale_total,order_num_range,volume_range,VWAP_range,amount_range,passive_num_range,passive_stale_total_range,passive_stale_avg_range,depth
20230719093003000,7.05,7.05,7.05,7.05,7.05,7.04,7.04,7.05,7.04,7.05,7.04,7.05,7.06,7.07,7.08,7.09,7.1,7.11,7.12,7.13,1100,2900,18400,6000,7000,11900,57400,7900,14000,16300,7.06,7.05,7.04,7.03,7.02,7.01,7.0,6.99,6.98,6.97,11300,58200,29200,35300,17200,20600,84000,69700,21000,4200,97,17,26,3,5,1,5,1,8,4,12,25,9,1,22,3,7,5,1,7,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,10.0,-1,-1,-1,-1,-1,-1,-1,12,17400,7.042481203007519,122570.0,0,0,12,17400,7.042481203007519,122570.0,0,-1,-1,20632.260634060858
20230719093006000,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.06,7.04,7.05,7.06,7.07,7.08,7.09,7.1,7.11,7.12,7.13,7.14,7.15,17200,6000,9000,11900,71300,7900,14000,24300,14200,133700,7.05,7.04,7.03,7.02,7.01,7.0,6.99,6.98,6.97,6.96,65400,50500,82100,21200,23100,170000,69700,21000,4200,12300,103,17,26,3,5,1,5,1,8,4,12,30,34,1,28,3,8,5,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1251.8181818181818,1637.5,-1,-1,-1,-1,-1,-1,-1,-1,33,37800,7.044497354497355,266282.0,12,20310,21,20400,7.044705882352941,143712.0,12,20310,1692.5,37209.339652700335
20230719093009000,7.05,7.05,7.05,7.05,7.05,7.06,7.05,7.06,7.05,7.05,7.06,7.07,7.08,7.09,7.1,7.11,7.12,7.13,7.14,7.15,22800,6000,9000,12100,72300,7900,14000,24300,14400,133700,7.05,7.04,7.03,7.02,7.01,7.0,6.99,6.98,6.97,6.96,65800,55900,76900,21200,23100,171200,69700,21000,4200,12300,103,17,26,3,5,1,5,1,8,4,12,31,34,1,29,3,8,5,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1251.8181818181818,1637.5,-1,-1,-1,-1,-1,-1,-1,-1,40,41400,7.045772946859904,291695.0,13,20440,7,3600,7.059166666666667,25413.0,1,130,130.0,38613.298550262865
20230719093012000,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.06,7.07,7.08,7.09,7.1,7.11,7.12,7.13,7.14,3400,22800,6000,9000,12100,72600,7900,14000,24300,14400,7.05,7.04,7.03,7.02,7.01,7.0,6.99,6.98,6.97,6.96,65800,55900,76900,21200,23100,171200,69700,26000,4200,12300,103,17,26,3,5,1,5,1,8,4,12,31,34,1,29,3,8,5,1,7,35.55555555555556,-1,-1,-1,-1,-1,-1,-1,-1,-1,1136.1538461538462,1637.5,-1,-1,-1,-1,-1,-1,-1,-1,43,42900,7.045920745920746,302270.0,15,21470,3,1500,7.05,10575.0,2,1030,515.0,33914.85482714672
20230719093015000,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.06,7.07,7.08,7.09,7.1,7.11,7.12,7.13,7.14,2600,29100,6000,9000,12100,72600,7900,14000,24300,14400,7.05,7.04,7.03,7.02,7.01,7.0,6.99,6.98,6.97,6.96,70500,62800,76900,21200,23100,171200,69700,26000,4200,12300,103,17,26,3,5,1,5,1,8,4,12,31,34,1,29,3,8,5,1,7,38.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1055.0,1637.5,-1,-1,-1,-1,-1,-1,-1,-1,46,43700,7.0459584295612006,307910.0,16,21530,1,400,7.0459584295612006,2820.0,0,-1,-1,35159.18930221443
20230719093018000,7.05,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.05,7.06,7.07,7.08,7.09,7.1,7.11,7.12,7.13,7.14,1900,22200,6000,9000,13600,72600,7900,14000,24300,14400,7.06,7.05,7.04,7.03,7.02,7.01,7.0,6.99,6.98,6.97,1200,81500,62100,77900,22200,23100,174200,69700,26000,4200,103,17,26,3,5,1,5,1,8,4,13,31,35,1,30,3,8,5,1,7,38.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,1055.0,1637.5,-1,-1,-1,-1,-1,-1,-1,46,44400,7.0459584295612006,312852.0,16,21530,0,700,7.0459584295612006,4942.0,0,-1,-1,30870.54325314641
20230719093021000,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.07,7.08,7.09,7.1,7.11,7.12,7.13,7.14,7.15,24100,6300,9000,13600,72600,7900,14000,24300,14400,138900,7.06,7.05,7.04,7.03,7.02,7.01,7.0,6.99,6.98,6.97,1300,81800,62100,77900,22200,23100,174200,69700,26000,4200,103,17,26,3,5,1,5,1,8,4,16,31,35,1,30,3,8,5,1,7,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,1055.0,1637.5,-1,-1,-1,-1,-1,-1,-1,49,53700,7.0459584295612006,378510.0,16,21530,3,9300,7.0459584295612006,65658.0,0,-1,-1,36391.782499601715
20230719093024000,7.06,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.06,7.07,7.08,7.09,7.1,7.11,7.12,7.13,7.14,7.15,22900,5100,9000,13600,72600,7900,19000,24300,14400,138900,7.06,7.05,7.04,7.03,7.02,7.01,7.0,6.99,6.98,6.97,400,81100,61600,77900,22200,23100,174200,69700,26000,4200,103,17,26,3,5,1,5,1,8,4,20,31,35,1,30,3,8,5,1,7,0.0,966520.0,-1,-1,-1,-1,-1,-1,-1,-1,0.0,1055.0,1637.5,-1,-1,-1,-1,-1,-1,-1,51,54900,7.049071038251366,386994.0,17,988050,2,1200,7.07,8484.0,1,966520,966520.0,36239.97829377091
20230719093027000,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.07,7.08,7.09,7.1,7.11,7.12,7.13,7.14,7.15,19700,5100,10500,13600,72600,7900,19000,24300,14400,138900,7.05,7.04,7.03,7.02,7.01,7.0,6.99,6.98,6.97,6.96,88000,61600,77900,22200,23100,174200,69700,26000,4200,12300,103,17,26,3,5,1,5,1,8,4,21,31,35,1,30,3,8,5,1,7,0.0,966520.0,-1,-1,-1,-1,-1,-1,-1,-1,1055.0,1637.5,-1,-1,-1,-1,-1,-1,-1,-1,56,58900,7.0493992932862195,415234.0,20,1005770,5,4000,7.06,28240.0,3,17720,5906.666666666667,41326.74645531305
20230719093030000,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.06,7.07,7.08,7.09,7.1,7.11,7.12,7.13,7.14,7.15,19000,4400,10500,13600,72600,7900,19000,24300,14400,138900,7.06,7.05,7.04,7.03,7.02,7.01,7.0,6.99,6.98,6.97,3100,88000,61600,77900,25200,23100,174200,69700,26000,4200,104,17,26,3,5,1,5,1,8,4,26,31,35,1,30,3,8,5,1,7,0.0,966520.0,-1,-1,-1,-1,-1,-1,-1,-1,2953.3333333333335,1055.0,1637.5,-1,-1,-1,-1,-1,-1,-1,58,59600,7.05005033557047,420183.0,20,1005770,2,700,7.05005033557047,4949.0,0,-1,-1,36372.067667675634
